name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;839;0;862;3105;1216;3105;1146;0
header;35;118;35;154;1630;154;1630;118
B;926;461;926;480;941;480;941;461
A;1090;608;1090;616;1098;616;1098;608
C;1083;684;1083;699;1093;699;1093;684
B;1136;1414;1136;1433;1148;1433;1148;1414
B;1128;1628;1128;1647;1140;1647;1140;1628
B;1147;1819;1147;1838;1162;1838;1162;1819
B;886;2355;886;2374;899;2374;899;2355
A;888;2426;888;2445;896;2445;896;2426
C;1118;2559;1118;2588;1139;2588;1139;2559
A;1079;2927;1079;2932;1084;2932;1084;2927
