name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;282;0;613;3107;1029;3107;1075;0
header;281;162;281;192;1874;192;1874;162
A;881;228;881;241;893;241;893;228
A;904;241;904;248;911;248;911;241
B;706;314;706;333;719;333;719;314
A;957;789;957;801;965;801;965;789
A;898;834;898;846;905;846;905;834
C;808;861;808;887;829;887;829;861
D;554;1549;554;1577;586;1577;586;1549
A;795;1823;795;1841;802;1841;802;1823
A;970;2186;970;2186;970;2186;970;2186
B;729;2790;729;2805;749;2805;749;2790
C;659;2861;659;2887;687;2887;687;2861
